,클러스터,PBR_기준,투자기간,결과
1171,2,6,70,1.3544299436563085
1172,2,7,70,1.3544299436563085
1173,2,8,70,1.3544299436563085
1174,2,9,70,1.3544299436563085
1175,2,10,70,1.3544299436563085
1176,2,11,70,1.298082820076886
1177,2,12,70,1.298082820076886
1178,2,13,70,1.298082820076886
1179,2,14,70,1.298082820076886
1180,2,15,70,1.298082820076886
1181,2,16,70,1.298082820076886
1182,2,17,70,1.298082820076886
1183,2,18,70,1.298082820076886
1184,2,19,70,1.298082820076886
1185,2,5,100,1.4271457085828343
1186,2,6,100,1.4271457085828343
1187,2,7,100,1.4271457085828343
1188,2,8,100,1.4271457085828343
1189,2,9,100,1.4271457085828343
1190,2,10,100,1.4271457085828343
1191,2,11,100,1.2757848216686836
1192,2,12,100,1.2757848216686836
1193,2,13,100,1.2757848216686836
1194,2,14,100,1.2757848216686836
1195,2,15,100,1.2757848216686836
1196,2,16,100,1.2757848216686836
1197,2,17,100,1.2757848216686836
1198,2,18,100,1.2757848216686836
1199,2,19,100,1.2757848216686836
1200,2,5,130,1.289286956643108
1201,2,6,130,1.289286956643108
1202,2,7,130,1.289286956643108
1203,2,8,130,1.289286956643108
1204,2,9,130,1.289286956643108
1205,2,10,130,1.289286956643108
1206,2,11,130,1.3042318665559147
1207,2,12,130,1.3042318665559147
1208,2,13,130,1.3042318665559147
1209,2,14,130,1.3042318665559147
1210,2,15,130,1.3042318665559147
1211,2,16,130,1.3042318665559147
1212,2,17,130,1.3042318665559147
1213,2,18,130,1.3042318665559147
1214,2,19,130,1.3042318665559147
1215,2,5,160,1.307385229540918
1216,2,6,160,1.307385229540918
1217,2,7,160,1.307385229540918
1218,2,8,160,1.307385229540918
1219,2,9,160,1.307385229540918
1220,2,10,160,1.307385229540918
1221,2,11,160,1.49463764495116
1222,2,12,160,1.49463764495116
1223,2,13,160,1.49463764495116
1224,2,14,160,1.49463764495116
1225,2,15,160,1.49463764495116
1226,2,16,160,1.49463764495116
1227,2,17,160,1.49463764495116
1228,2,18,160,1.49463764495116
1229,2,19,160,1.49463764495116
1230,2,5,190,1.3685560588342254
1231,2,6,190,1.3685560588342254
1232,2,7,190,1.3685560588342254
1233,2,8,190,1.3685560588342254
1234,2,9,190,1.3685560588342254
1235,2,10,190,1.3685560588342254
1236,2,11,190,1.5813253541039174
1237,2,12,190,1.5813253541039174
1238,2,13,190,1.5813253541039174
1239,2,14,190,1.5813253541039174
1240,2,15,190,1.5813253541039174
1241,2,16,190,1.5813253541039174
